Date,Modal Price (Rs./Quintal),Rel Humidity at 2 Meters (%) ,Precipitation Corrected (mm/day) ,Surface Soil Wetness,Root Zone Soil Wetness,Temperature at 2 Meters,T2M_MAX,T2M_MIN
12-01-2005,1210,36.44,0,0.22,0.48,14.35,23.03,8.12
13-01-2005,1205,28.25,0,0.22,0.48,15.34,25.59,6.37
14-01-2005,1205,25.69,0,0.21,0.48,17,26.93,9.37
15-01-2005,1210,32.06,0,0.21,0.48,16.27,24.73,9.67
16-01-2005,1210,34.69,0.01,0.2,0.48,17.67,26.46,10.25
17-01-2005,1200,41.44,0.05,0.2,0.48,14.96,23.19,7.95
18-01-2005,1205,53.44,0,0.2,0.48,13.41,21.72,7.21
19-01-2005,1195,30.62,0,0.2,0.48,12.95,22.09,4.9
20-01-2005,1200,22.44,0,0.2,0.48,13.77,23.37,6.76
21-01-2005,1200,24.56,0.04,0.2,0.48,15.77,25.75,6.28
22-01-2005,1200,32.44,0.02,0.2,0.47,17.94,25.84,12.23
23-01-2005,1200,37.12,0,0.19,0.47,14.16,22.27,7.69
24-01-2005,1205,32.69,0,0.19,0.47,13.52,20.67,6.58
25-01-2005,1205,39.25,0.01,0.19,0.47,14.34,19.91,10.23
26-01-2005,1205,50.38,0.01,0.19,0.47,14.91,22.22,8.62
27-01-2005,1180,44.12,0.02,0.19,0.47,17.73,26.18,8.99
28-01-2005,1155,36.94,0,0.19,0.47,15.74,23.86,8.9
29-01-2005,1150,46.44,0,0.18,0.47,13.91,22.53,6.08
30-01-2005,1150,49,0.24,0.19,0.47,14.74,23.37,6.58
31-01-2005,1155,46.06,0.08,0.19,0.47,15.1,23.34,8.33
01-02-2005,1155,33.5,0,0.19,0.47,14.26,23.54,6.3
02-02-2005,1155,24.19,0,0.19,0.47,14.87,25.2,4.9
03-02-2005,1160,20.5,0,0.18,0.47,17.3,26.52,8.08
04-02-2005,1160,22.56,0,0.18,0.47,17.4,27.45,9.46
05-02-2005,1160,25.62,0.01,0.17,0.47,18.05,27.24,10.4
06-02-2005,1160,36.5,0,0.17,0.47,20.88,30.19,13.93
07-02-2005,1160,46.06,0.04,0.17,0.47,20.47,28.33,12.53
08-02-2005,1150,52.94,0.14,0.17,0.47,20.05,27.39,14.82
09-02-2005,1150,44.62,0,0.17,0.47,21.65,31.26,13.05
10-02-2005,1155,37.25,0.01,0.17,0.47,23.25,33.87,14.57
11-02-2005,1160,28.31,0,0.17,0.47,22.67,32.85,16.09
12-02-2005,1190,32.75,0,0.16,0.47,22.82,32.83,14.81
13-02-2005,1190,37.69,0,0.16,0.47,22.63,30.82,15.85
14-02-2005,1180,28.62,0,0.16,0.47,23.26,33.73,14.69
15-02-2005,1190,43.44,0,0.16,0.47,23.53,32.15,14.68
16-02-2005,1205,31,0,0.16,0.47,21.56,29.19,14.61
17-02-2005,1200,20.38,0,0.16,0.47,18.69,27.38,11.65
18-02-2005,1200,17.38,0,0.16,0.47,16.87,26.66,8.88
19-02-2005,1205,14.62,0,0.16,0.47,14.2,23.66,6.8
20-02-2005,1205,17.5,0,0.15,0.47,13.01,22.9,3.83
21-02-2005,1205,25.88,0,0.15,0.47,13.94,23.87,5.19
22-02-2005,1215,24.94,0,0.15,0.47,14.15,24.91,4.78
23-02-2005,1225,23.31,0,0.15,0.47,15.63,27.24,5.48
24-02-2005,1205,16.94,0,0.15,0.47,19.27,30.21,10.3
25-02-2005,1200,24.5,0,0.14,0.47,19.79,29.9,9.65
26-02-2005,1230,29.62,0,0.14,0.47,21.59,31.55,11.75
27-02-2005,1230,29.38,0,0.14,0.47,23.92,34.2,13.57
28-02-2005,1225,27.5,0.01,0.14,0.47,25.48,34.4,16.15
01-03-2005,1230,27.38,0.04,0.14,0.47,25.96,35.05,18.11
02-03-2005,1225,34.12,0.99,0.14,0.47,24.98,33.01,16.66
03-03-2005,1230,33.19,0.35,0.18,0.47,26.87,35.56,19.01
04-03-2005,1235,28.69,0.27,0.18,0.47,26.58,34.41,19.88
05-03-2005,1260,29.5,0.01,0.18,0.47,25.74,34.65,18.34
06-03-2005,1260,28.5,0.51,0.19,0.47,23.89,32.46,15.37
07-03-2005,1280,39.44,1,0.2,0.47,22.41,28.98,17.13
08-03-2005,1275,46.31,3.23,0.3,0.48,25.19,33.08,18.45
09-03-2005,1275,49.38,0.07,0.33,0.48,24.5,32.4,17.99
10-03-2005,1300,39.44,0.17,0.3,0.48,22.51,29.62,14.98
11-03-2005,1305,44.38,0.24,0.3,0.48,21.66,29.89,14.22
12-03-2005,1295,39.31,0,0.28,0.48,22.51,31.14,14.15
13-03-2005,1295,29.75,0,0.27,0.48,24.55,33.37,15.76
14-03-2005,1295,28.38,0,0.25,0.48,25.51,35.73,16.44
15-03-2005,1285,22.12,0,0.23,0.48,27.3,37.11,17.48
16-03-2005,1290,19.88,0,0.23,0.48,27.69,37.47,17.54
17-03-2005,1260,17.81,0,0.21,0.48,29.4,38.69,19.47
18-03-2005,1285,19.94,0,0.2,0.47,28.07,38.23,19.17
19-03-2005,1275,17.5,0,0.2,0.47,27.71,38.26,18.52
20-03-2005,1275,25.62,0,0.19,0.47,28.12,37.74,19.09
21-03-2005,1270,28.12,0,0.18,0.47,28.67,36.84,21.45
22-03-2005,1260,30.88,0,0.18,0.47,27.64,35.3,21.26
23-03-2005,1250,22.62,0.01,0.17,0.47,25.02,33.62,16.32
24-03-2005,1250,25.19,0.01,0.17,0.47,24.41,33.41,15.91
25-03-2005,1250,21.5,0,0.16,0.47,25.2,35.23,14.9
26-03-2005,1250,19.75,0,0.16,0.47,28.37,37.33,18.93
27-03-2005,1250,25.88,0,0.16,0.47,28.23,37.11,20.58
28-03-2005,1250,26.19,0,0.16,0.47,27.65,36.23,18.36
29-03-2005,1280,22.38,0,0.16,0.47,28.15,36.81,19.75
30-03-2005,1290,20.69,0,0.15,0.47,26.4,34.69,17.91
31-03-2005,1300,16.31,0,0.15,0.47,25.08,34.12,17.11
01-04-2005,1300,12.69,0,0.14,0.47,25.19,34.98,15.66
02-04-2005,1285,11.5,0,0.14,0.47,26.92,36.87,17
03-04-2005,1285,10.06,0,0.14,0.47,28.8,38.04,20.51
04-04-2005,1285,11.25,0,0.13,0.47,29.26,39.2,20.27
05-04-2005,1295,11.94,0,0.13,0.47,29.64,40.3,18.86
06-04-2005,1280,12.31,0,0.12,0.47,30.36,41.04,19.69
07-04-2005,1280,14.81,0,0.12,0.47,30.88,40.13,21.83
08-04-2005,1272,16.81,0,0.12,0.47,28.38,37.58,20.37
09-04-2005,1270,8.94,0,0.12,0.47,25.57,35.03,16.1
10-04-2005,1270,8.12,0,0.12,0.47,23.04,32.6,13.68
11-04-2005,1285,11.81,0,0.12,0.47,23.41,33.26,13.44
12-04-2005,1290,11.19,0,0.12,0.47,24.99,35.9,14.12
13-04-2005,1285,9.12,0,0.12,0.47,27.61,38.15,16.46
14-04-2005,1320,8.88,0,0.12,0.47,29.72,39.75,19.6
15-04-2005,1270,11.12,0,0.11,0.47,29.93,39.41,20.15
16-04-2005,1265,15.25,0,0.11,0.47,29.8,38.94,20.43
17-04-2005,1265,14.62,0,0.11,0.47,29.51,39.09,19.44
18-04-2005,1265,12.56,0,0.11,0.47,30.75,39.41,20.37
19-04-2005,1275,10.75,0,0.11,0.47,31.28,40.84,20.87
20-04-2005,1275,10,0,0.1,0.47,32.51,42.18,21.63
21-04-2005,1275,11.75,0,0.1,0.47,33.33,42.09,24.98
22-04-2005,1275,17.44,0,0.1,0.47,33.76,41.15,26.32
23-04-2005,1270,27.75,0.09,0.1,0.47,31.65,36.65,26.65
24-04-2005,1270,34.69,0,0.1,0.47,30.59,36.16,24.69
25-04-2005,1270,34.88,0,0.1,0.47,32.32,39.7,24.69
26-04-2005,1265,23.19,0,0.1,0.47,32.84,40.48,24.47
27-04-2005,1260,23.25,0.39,0.11,0.47,32.81,40.46,23.85
28-04-2005,1265,24.5,2.42,0.2,0.48,32.24,39.78,25.75
29-04-2005,1260,43.88,2.95,0.27,0.48,29.04,35.55,24.4
30-04-2005,1240,51.31,6.04,0.41,0.48,28.89,35.44,22.25
01-05-2005,1240,38.38,0.72,0.37,0.48,31.45,37.31,26.46
02-05-2005,1245,36.94,2.24,0.35,0.48,31.3,39.25,24.19
03-05-2005,1250,38.62,0.07,0.37,0.48,29.53,36.68,22.41
04-05-2005,1245,36.19,0.59,0.34,0.48,30.61,37.68,23.8
05-05-2005,1250,35.81,0.01,0.31,0.48,31.03,38.21,23.88
06-05-2005,1240,29.75,0.05,0.29,0.48,32.66,40.64,24
07-05-2005,1245,29.31,0,0.27,0.48,33.02,40.9,25.32
08-05-2005,1245,30.44,0,0.25,0.48,33.45,40.97,26.44
09-05-2005,1245,21.19,0,0.23,0.48,32.04,39.43,24.83
10-05-2005,1250,18.12,0,0.22,0.48,31.31,39.4,23.41
11-05-2005,1240,14.06,0,0.2,0.48,31.39,40,22.34
12-05-2005,1245,16.56,0,0.2,0.47,32.42,40.91,23.44
13-05-2005,1230,15.81,0,0.18,0.47,33.65,42.14,24.67
14-05-2005,1225,19.5,0,0.17,0.47,34.08,42.31,25.52
15-05-2005,1225,18.19,0,0.16,0.47,34.33,42.65,26.16
16-05-2005,1235,17.25,0,0.16,0.47,35.55,43.98,26.56
17-05-2005,1225,18.06,0,0.16,0.47,35.39,42.85,28.16
18-05-2005,1230,20.19,0,0.15,0.47,34.69,42.07,26.14
19-05-2005,1245,21,0,0.15,0.47,35.95,43.23,28.33
20-05-2005,1250,16.25,0,0.14,0.47,36.08,43.78,27.64
21-05-2005,1215,14.69,0,0.13,0.47,36.79,44.5,27.9
22-05-2005,1215,16.44,0,0.13,0.47,36.3,43.02,29.76
23-05-2005,1230,26.75,0,0.13,0.47,35.65,42.15,29.24
24-05-2005,1230,18.69,0,0.12,0.47,36.33,42.49,29.3
25-05-2005,1235,19.12,0,0.12,0.47,36.58,42.54,29.73
26-05-2005,1250,20.75,0,0.12,0.47,35.03,40.38,30.46
27-05-2005,1260,20.88,0,0.12,0.47,35.27,41.66,27.62
28-05-2005,1260,12.62,0.01,0.12,0.47,35.86,42.77,27.98
29-05-2005,1260,19.25,0.19,0.12,0.47,34.92,40.28,28.33
30-05-2005,1260,26.38,0.11,0.12,0.47,34.55,39.4,28.86
31-05-2005,1280,20.12,0,0.12,0.47,35.2,42.05,27.93
01-06-2005,1265,17.56,0,0.12,0.47,35.4,42.78,27.27
02-06-2005,1270,18.94,0,0.12,0.47,36.9,44.15,28.4
03-06-2005,1265,20.31,0,0.12,0.47,35.87,42.47,28.6
04-06-2005,1270,22,0,0.12,0.47,37.2,43.73,29.83
05-06-2005,1270,20.44,0,0.11,0.47,37.32,44.44,29.67
06-06-2005,1270,20.94,0,0.11,0.47,37.1,43.76,29.6
07-06-2005,1260,23.25,0.11,0.11,0.47,36.65,43.3,29.23
08-06-2005,1275,24.75,0.36,0.12,0.47,36.76,42.94,29.55
09-06-2005,1250,21.31,0.07,0.12,0.47,37.64,43.9,31.65
10-06-2005,1235,17,0,0.12,0.47,37.1,44.63,29.39
11-06-2005,1235,18.62,0.18,0.12,0.47,36.93,44.52,29.26
12-06-2005,1235,23.44,0.02,0.12,0.47,36.65,42.57,30.41
13-06-2005,1235,30.12,2.43,0.16,0.47,35.98,40.69,31.32
14-06-2005,1265,37.56,0.52,0.23,0.48,34.86,39.74,30.4
15-06-2005,1290,27.38,0,0.21,0.48,36.13,42.19,29.37
16-06-2005,1295,21.5,0,0.2,0.47,36.64,42.74,30.55
17-06-2005,1300,22.62,0.08,0.18,0.47,37.14,43.33,29.57
18-06-2005,1275,22.38,0.4,0.17,0.47,37.37,43.58,29.91
19-06-2005,1275,33.69,0.03,0.17,0.47,37.1,42.37,31.12
20-06-2005,1280,30.38,0.27,0.17,0.47,37.79,42.16,33.06
21-06-2005,1290,41.44,1.49,0.2,0.47,35.62,40.37,30.08
22-06-2005,1280,43.56,0.14,0.22,0.48,35.7,40.95,29.82
23-06-2005,1265,49.5,2.43,0.25,0.48,33.46,38.33,29.2
24-06-2005,1240,53.12,1.02,0.32,0.48,34.19,40.32,28.2
25-06-2005,1250,53.88,1.61,0.32,0.48,33.51,39.36,28.34
26-06-2005,1250,64,11.07,0.44,0.48,30.69,34.9,26.98
27-06-2005,1235,70.81,1.21,0.52,0.5,29.41,34.04,26.38
28-06-2005,1220,70.94,18.73,0.6,0.52,29.69,32.9,26.53
29-06-2005,1210,68.88,4.55,0.55,0.53,30.06,34.87,26.01
30-06-2005,1230,66.25,3.85,0.52,0.52,30.03,35.97,25.44
01-07-2005,1200,66.25,2.51,0.52,0.52,29.83,35.87,24.9
02-07-2005,1225,74.75,29.87,0.65,0.55,29.4,33.48,25.01
03-07-2005,1225,75.5,14.71,0.66,0.58,29.2,34.14,25.69
04-07-2005,1205,77.19,19.05,0.67,0.59,28.26,32.17,25.57
05-07-2005,1220,79,12.53,0.68,0.61,27.54,30.9,25.24
06-07-2005,1215,80.38,17.35,0.7,0.62,27.27,30.07,25.36
07-07-2005,1215,72.31,3.34,0.63,0.62,28.94,33.83,24.82
08-07-2005,1220,70.88,4.41,0.62,0.62,29.9,34.69,25.32
09-07-2005,1225,67.06,2.05,0.61,0.61,30.61,35.78,25.92
10-07-2005,1225,66.94,4.32,0.62,0.61,30.83,36.2,25.75
11-07-2005,1205,77.69,5.6,0.63,0.61,28.41,31.4,26.17
12-07-2005,1205,78.06,0.56,0.61,0.61,26.93,29.02,25.51
13-07-2005,1215,74.12,2.01,0.6,0.61,28.45,32.38,24.98
14-07-2005,1225,77.56,4.49,0.62,0.61,28.23,31.54,25.58
15-07-2005,1230,79.5,18.47,0.69,0.62,27.79,31.42,25.34
16-07-2005,1235,84.69,20.07,0.74,0.65,26.56,28.83,24.87
17-07-2005,1235,88.19,33.32,0.8,0.68,26.29,28.47,24.55
18-07-2005,1240,77.94,4.81,0.73,0.7,27.98,32.19,24.33
19-07-2005,1250,73.44,0.02,0.68,0.68,29.18,34.4,24.8
20-07-2005,1235,71.25,0,0.66,0.67,29.76,35.42,24.81
21-07-2005,1235,69.62,0,0.65,0.66,29.86,35.42,24.96
22-07-2005,1230,69.44,0,0.63,0.65,29.74,35.21,24.7
23-07-2005,1240,68.69,0.04,0.63,0.64,29.94,34.8,24.99
24-07-2005,1240,69.38,2.29,0.63,0.63,29.67,35.03,25.85
25-07-2005,1240,70.06,2.26,0.64,0.63,29.84,35.14,25.45
26-07-2005,1235,79.25,29.74,0.75,0.65,28.65,32.07,25.57
27-07-2005,1210,89.31,35.09,0.83,0.7,26.92,29.72,25.46
28-07-2005,1205,88.81,22.12,0.83,0.74,27.37,30.72,25.3
29-07-2005,1205,86.44,5.59,0.78,0.74,27.32,30.26,25.34
30-07-2005,1200,82.5,0.94,0.75,0.73,28.07,30.83,24.73
31-07-2005,1200,90,6.17,0.77,0.73,26.99,28.69,25.32
01-08-2005,1200,86.38,25.89,0.83,0.74,28.12,31.43,25.42
02-08-2005,1205,85.19,15.62,0.82,0.77,28.44,32.12,25.5
03-08-2005,1210,86,3.11,0.79,0.77,28.43,31.99,25.78
04-08-2005,1205,82.81,0.51,0.77,0.76,28.76,32.77,25.8
05-08-2005,1210,83.44,0.15,0.76,0.74,28.22,32.23,25.61
06-08-2005,1215,82.25,0.06,0.74,0.73,27.2,31.65,24.04
07-08-2005,1215,80.88,0.05,0.73,0.73,27.47,32.12,23.71
08-08-2005,1205,80.12,0.01,0.73,0.71,27.36,31.78,24.08
09-08-2005,1205,79.38,0.08,0.72,0.7,27.03,31.09,23.9
10-08-2005,1210,78.44,0,0.71,0.7,27.23,32,23.13
11-08-2005,1205,79.06,0,0.7,0.69,27.29,31.94,23.51
12-08-2005,1205,77.62,0.01,0.69,0.68,27.62,32.37,23.51
13-08-2005,1210,79.19,0,0.69,0.67,27.24,30.69,24.15
14-08-2005,1210,76.69,0,0.67,0.67,28.46,33.1,24.05
15-08-2005,1210,76.38,0.06,0.66,0.66,28.8,33.54,24.73
16-08-2005,1200,84.5,3.98,0.68,0.66,27.1,30.41,25.01
17-08-2005,1200,84.06,9.84,0.73,0.67,27.11,30.2,24.33
18-08-2005,1200,86.38,4.57,0.71,0.67,26.38,29.47,24.32
19-08-2005,1200,81,2.06,0.7,0.67,27.44,31.4,24.24
20-08-2005,1195,78.69,0.06,0.67,0.66,27.62,32.37,24.13
21-08-2005,1195,78.25,0.14,0.66,0.66,27.63,32.44,23.85
22-08-2005,1190,74,0.02,0.64,0.65,27.92,33.83,23.01
23-08-2005,1200,73.5,0.09,0.63,0.64,27.94,33.69,23.01
24-08-2005,1205,71.56,0,0.62,0.63,27.8,33.8,22.92
25-08-2005,1205,71.88,0,0.61,0.62,27.38,33.58,22.4
26-08-2005,1200,72.19,0,0.6,0.62,27.52,33.8,21.98
27-08-2005,1200,71.38,0,0.59,0.61,27.89,34.14,22.44
28-08-2005,1200,68.06,0,0.58,0.6,28.42,34.81,22.59
29-08-2005,1205,67.62,0.59,0.58,0.59,28.67,34.76,22.8
30-08-2005,1200,65.75,0,0.56,0.59,29.2,36,23.22
31-08-2005,1210,62.69,0,0.55,0.58,29.58,36.04,23.8
01-09-2005,1215,59.88,0,0.54,0.58,29.58,36.19,22.92
02-09-2005,1225,52.38,0,0.53,0.57,30.85,38.08,23.68
03-09-2005,1230,49.06,0.16,0.52,0.56,30.6,38.6,23.48
04-09-2005,1230,64.12,0.26,0.52,0.56,29.95,35.49,25.41
05-09-2005,1215,68.5,0.16,0.52,0.55,29.7,35.3,25.52
06-09-2005,1220,73.38,14.57,0.61,0.56,29.3,35.05,24.55
07-09-2005,1220,78.38,10.2,0.63,0.59,27.91,31.8,25.01
08-09-2005,1215,81.5,1.13,0.59,0.59,27.15,31.06,23.62
09-09-2005,1210,78.12,2.73,0.58,0.59,28.37,33.23,24.11
10-09-2005,1200,76.69,3.34,0.59,0.59,28.32,32.73,24.57
11-09-2005,1200,80.56,16.91,0.66,0.59,27.04,31.23,23.22
12-09-2005,1195,84.81,16.21,0.7,0.62,26.62,29.88,24.01
13-09-2005,1190,79.88,5.95,0.66,0.62,27.15,31.94,23.43
14-09-2005,1200,80.81,4.09,0.64,0.62,27.22,32.24,23.36
15-09-2005,1200,82.88,14.03,0.7,0.62,27.24,31.85,23.77
16-09-2005,1185,89.19,17.42,0.73,0.64,25.55,27.78,23.88
17-09-2005,1185,83.56,2.72,0.68,0.65,26.37,31.02,22.73
18-09-2005,1185,82.31,14.9,0.73,0.66,26.76,30.64,23.44
19-09-2005,1165,82.19,2.82,0.7,0.66,26.69,30.07,23
20-09-2005,1165,79.94,0.33,0.66,0.65,27.62,31.93,23.3
21-09-2005,1165,83.19,0.01,0.66,0.64,26.77,29.15,23.94
22-09-2005,1175,81.44,0.16,0.64,0.64,27.38,31.58,23.76
23-09-2005,1175,87.06,27.73,0.74,0.65,26.65,29.66,24.31
24-09-2005,1175,85.56,15.01,0.78,0.7,25.42,28.9,22.77
25-09-2005,1175,81.75,0.24,0.7,0.68,25.89,30.84,22.8
26-09-2005,1175,81.75,0,0.69,0.67,25.15,29.83,21.48
27-09-2005,1160,78.69,0,0.67,0.66,25.23,30.39,20.64
28-09-2005,1170,73.62,0,0.66,0.65,25.56,31.15,20.33
29-09-2005,1150,70.5,0.09,0.65,0.64,25.87,32.27,20.36
30-09-2005,1155,67.38,0,0.63,0.63,25.93,32.94,19.64
01-10-2005,1170,62.56,0,0.62,0.62,25.9,33.28,19.76
02-10-2005,1170,64.44,0,0.62,0.62,25.37,33.18,18.58
03-10-2005,1170,58.44,0,0.6,0.61,25.53,33.81,18.41
04-10-2005,1165,56.5,0,0.59,0.61,25.83,33.8,18.43
05-10-2005,1150,58.94,0,0.58,0.6,25.66,34.06,18.24
06-10-2005,1155,56,0,0.57,0.59,25.53,34.17,18.1
07-10-2005,1155,54.31,0,0.56,0.59,25.8,34.3,18.37
08-10-2005,1165,52.88,0,0.55,0.59,25.83,33.98,18.84
09-10-2005,1165,52.62,0,0.55,0.58,26.17,34.06,19.28
10-10-2005,1140,53.44,0,0.54,0.58,25.87,34.23,19.02
11-10-2005,1140,51.38,0,0.54,0.57,26.6,34.55,20.12
12-10-2005,1140,50.56,0,0.53,0.57,26.96,34.62,20.4
13-10-2005,1120,53.12,0,0.53,0.56,26.39,34.27,19.76
14-10-2005,1155,55.25,0,0.52,0.56,26.32,33.9,19.21
15-10-2005,1140,55.56,0,0.52,0.55,25.27,33.37,19.31
16-10-2005,1140,56.69,0,0.52,0.55,24.88,33.15,18.58
17-10-2005,1150,54.62,0,0.52,0.55,25.16,33.75,19.27
18-10-2005,1155,57.62,0,0.51,0.55,25.12,33.51,17.63
19-10-2005,1145,55.38,0,0.51,0.55,25.05,33.34,17.76
20-10-2005,1155,53.56,0,0.5,0.54,25.14,32.99,19.1
21-10-2005,1155,58.62,0,0.5,0.54,23.04,31.39,16.39
22-10-2005,1120,52.25,0,0.5,0.54,23.55,31.35,17.62
23-10-2005,1120,56.06,0,0.49,0.53,23.98,31.55,17.9
24-10-2005,1090,49.44,0,0.49,0.53,24.2,32.08,17.54
25-10-2005,1090,42.5,0,0.48,0.53,24.24,32.59,18
26-10-2005,1080,41.81,0,0.48,0.52,24.46,33.03,17.08
27-10-2005,1080,44.62,0,0.48,0.52,24.3,33.15,16.21
28-10-2005,1100,41.38,0,0.47,0.52,24.46,33.37,16.65
29-10-2005,1100,36.38,0,0.47,0.52,23.75,31.95,17.01
30-10-2005,1100,30.69,0,0.46,0.52,23.33,32.33,16.87
31-10-2005,1100,38.06,0,0.45,0.52,22.64,32.56,14.3
01-11-2005,1100,41.81,0,0.45,0.52,22.33,31.96,13.98
02-11-2005,1100,43.5,0,0.44,0.52,22.86,32.12,15.33
03-11-2005,1100,48.06,0,0.43,0.51,23.22,31.14,16.48
04-11-2005,1105,44.06,0,0.42,0.51,23.28,31.93,16.51
05-11-2005,1090,46.81,0,0.41,0.51,22.23,31.27,14.26
06-11-2005,1090,46,0,0.41,0.51,22.19,30.37,16.37
07-11-2005,1075,40.38,0,0.4,0.51,21.47,29.51,14.91
08-11-2005,1095,32.44,0,0.39,0.51,21.52,29.49,14.4
09-11-2005,1095,28.75,0,0.38,0.5,21.7,29.87,15.19
10-11-2005,1085,35.06,0,0.38,0.5,21.35,30.81,14.25
11-11-2005,1075,39,0,0.37,0.5,21.51,31.08,13.62
12-11-2005,1080,35.25,0,0.36,0.5,22.36,31.84,13.02
13-11-2005,1080,25.62,0,0.35,0.5,22.61,31.76,13.51
14-11-2005,1075,30.31,0,0.34,0.5,22.65,31.58,14.12
15-11-2005,1075,29.94,0,0.34,0.5,23.14,31.96,16.26
16-11-2005,1055,32.12,0,0.33,0.49,22.13,32.13,14.62
17-11-2005,1025,25.88,0,0.32,0.49,21.6,32.39,15.12
18-11-2005,1030,20,0,0.31,0.49,22.21,31.93,13.98
19-11-2005,1040,27.5,0,0.31,0.49,22.33,32.55,13.19
20-11-2005,1040,29.56,0,0.3,0.49,22.47,32.86,14.56
21-11-2005,1050,26.19,0,0.3,0.49,22.8,32.37,16.05
22-11-2005,1070,28.88,0,0.3,0.49,22.8,32.59,13.2
23-11-2005,1060,27.31,0,0.29,0.49,22.61,31.55,15.23
24-11-2005,1050,32.31,0,0.29,0.49,21.95,30.91,15.04
25-11-2005,1060,40.94,0,0.28,0.48,21.27,30.47,13.19
26-11-2005,1055,35.44,0,0.28,0.48,22.28,30.83,15.79
27-11-2005,1055,32.88,0,0.28,0.48,21.8,30.35,14.83
28-11-2005,1045,31.44,0,0.27,0.48,21.83,30.7,15.17
29-11-2005,1055,32.56,0,0.27,0.48,19.25,29.42,10.67
30-11-2005,1050,37.5,0,0.27,0.48,18.23,27.47,10.23
01-12-2005,1055,32.44,0,0.27,0.48,18.46,26.98,11.9
02-12-2005,1055,31.25,0,0.27,0.48,17.77,27.13,10.34
03-12-2005,1055,34.69,0,0.27,0.48,18.74,26.68,12.74
04-12-2005,1055,24.19,0,0.27,0.48,17.3,27.51,9
05-12-2005,1050,16.38,0,0.26,0.48,18.33,28.26,10.58
06-12-2005,1045,16.81,0,0.26,0.48,19.74,29.08,13.56
07-12-2005,1050,22.5,0,0.26,0.48,18.79,29.69,11.6
08-12-2005,1040,23.88,0,0.25,0.48,18.58,28.54,12.1
09-12-2005,1040,23.12,0,0.25,0.48,17.87,27.55,11.51
10-12-2005,1040,25.56,0,0.25,0.48,16.7,27.23,8.62
11-12-2005,1040,26.62,0,0.24,0.48,16.63,26.48,10.12
12-12-2005,1055,31.06,0,0.24,0.48,16.4,26.41,10.07
13-12-2005,1070,28.5,0,0.24,0.48,16.87,26.6,11.15
14-12-2005,1075,24.19,0,0.24,0.48,16.94,27.27,10.89
15-12-2005,1055,24.12,0,0.23,0.48,16.36,26.81,9.88
16-12-2005,1060,22.75,0,0.23,0.48,16.66,26.51,9.49
17-12-2005,1055,20.56,0,0.23,0.48,16.58,25.73,9.15
18-12-2005,1055,26.44,0,0.23,0.48,14.9,24.26,8.17
19-12-2005,1065,31.94,0,0.23,0.48,15.25,25.1,8.84
20-12-2005,1070,34.56,0,0.23,0.48,16.13,27.4,8.21
21-12-2005,1070,41.38,0,0.23,0.48,15.27,25.88,8.4
22-12-2005,1065,49.19,0.01,0.23,0.48,13.94,22.37,7.52
23-12-2005,1070,48.38,0,0.23,0.48,14.44,23.23,7.73
24-12-2005,1070,44.75,0,0.23,0.48,14.12,23.09,6.94
25-12-2005,1070,31.31,0,0.22,0.48,15.27,23.97,7.65
26-12-2005,1085,20.44,0,0.22,0.48,16.55,25.58,9.9
27-12-2005,1090,19.06,0,0.21,0.48,17.37,27.72,10.64
28-12-2005,1095,23.44,0,0.21,0.48,17.57,27.26,10.73
29-12-2005,1090,23.75,0,0.2,0.48,18.26,27.34,12.2
30-12-2005,1085,31.81,0,0.2,0.48,17.5,27.39,8.46
31-12-2005,1080,32.38,0,0.2,0.47,18.28,27.37,9.37
01-01-2006,1080,32.31,0,0.2,0.47,19.44,29.12,13.48
02-01-2006,1075,36.69,0,0.2,0.47,18.43,27.55,11.34
03-01-2006,1085,41.06,0,0.19,0.47,14.84,23.26,8.22
04-01-2006,1105,35.88,0,0.19,0.47,13.33,23.07,5.26
05-01-2006,1100,25.06,0,0.19,0.47,13.57,23.22,5.73
06-01-2006,1110,23.88,0,0.19,0.47,13.78,22.89,5.76
07-01-2006,1120,20.75,0,0.18,0.47,14.5,24.12,5.75
08-01-2006,1120,23.94,0,0.18,0.47,15.01,25.05,7.25
09-01-2006,1130,21,0,0.18,0.47,15.18,26.37,6.19
10-01-2006,1135,23.44,0,0.17,0.47,17.63,28.67,10.04
11-01-2006,1120,24.44,0,0.17,0.47,18.57,29.01,9.9
12-01-2006,1125,25.81,0,0.17,0.47,18.68,28.51,12.65
13-01-2006,1125,24.31,0,0.16,0.47,17.12,27.23,9.44
14-01-2006,1125,22.19,0,0.16,0.47,19.67,28.8,12.31
15-01-2006,1125,20.94,0,0.16,0.47,19.84,30.61,11.55
16-01-2006,1125,23.88,0,0.16,0.47,21.15,32.74,11.76
17-01-2006,1135,31.44,0,0.16,0.47,21.13,31.19,14.05
18-01-2006,1120,40.44,0,0.16,0.47,20.83,29.69,13.85
19-01-2006,1135,33.75,0,0.16,0.47,20.17,28,12.02
20-01-2006,1125,32.38,0,0.16,0.47,19.75,28.28,12.06
21-01-2006,1145,24.19,0,0.16,0.47,16.4,24.73,10.08
22-01-2006,1145,23.94,0,0.15,0.47,15.62,25.31,7.72
23-01-2006,1145,24.56,0,0.15,0.47,14.47,22.98,6
24-01-2006,1135,22.94,0,0.15,0.47,15.08,24.24,8.04
25-01-2006,1120,21,0,0.15,0.47,15.55,24.6,7.21
26-01-2006,1120,17.31,0,0.15,0.47,16.67,26.31,9.94
